country,country_code,broadband 2000,population 2000,life 2000,child 2000,health 2000,electricity 2000,out_of_school 2000,roads 2000,gdp 2000,unemployment 2000,eiti_gov 2000,eiti_company 2000,coal 2000,oil 2000,gas 2000,btu_total_production 2000,us_total_production 2000,consumption 2000,broadband 2001,population 2001,life 2001,child 2001,health 2001,electricity 2001,out_of_school 2001,roads 2001,gdp 2001,unemployment 2001,eiti_gov 2001,eiti_company 2001,coal 2001,oil 2001,gas 2001,btu_total_production 2001,us_total_production 2001,consumption 2001,broadband 2002,population 2002,life 2002,child 2002,health 2002,electricity 2002,out_of_school 2002,roads 2002,gdp 2002,unemployment 2002,eiti_gov 2002,eiti_company 2002,coal 2002,oil 2002,gas 2002,btu_total_production 2002,us_total_production 2002,consumption 2002,broadband 2003,population 2003,life 2003,child 2003,health 2003,electricity 2003,out_of_school 2003,roads 2003,gdp 2003,unemployment 2003,eiti_gov 2003,eiti_company 2003,coal 2003,oil 2003,gas 2003,btu_total_production 2003,us_total_production 2003,consumption 2003,broadband 2004,population 2004,life 2004,child 2004,health 2004,electricity 2004,out_of_school 2004,roads 2004,gdp 2004,unemployment 2004,eiti_gov 2004,eiti_company 2004,coal 2004,oil 2004,gas 2004,btu_total_production 2004,us_total_production 2004,consumption 2004,broadband 2005,population 2005,life 2005,child 2005,health 2005,electricity 2005,out_of_school 2005,roads 2005,gdp 2005,unemployment 2005,eiti_gov 2005,eiti_company 2005,coal 2005,oil 2005,gas 2005,btu_total_production 2005,us_total_production 2005,consumption 2005,broadband 2006,population 2006,life 2006,child 2006,health 2006,electricity 2006,out_of_school 2006,roads 2006,gdp 2006,unemployment 2006,eiti_gov 2006,eiti_company 2006,coal 2006,oil 2006,gas 2006,btu_total_production 2006,us_total_production 2006,consumption 2006,broadband 2007,population 2007,life 2007,child 2007,health 2007,electricity 2007,out_of_school 2007,roads 2007,gdp 2007,unemployment 2007,eiti_gov 2007,eiti_company 2007,coal 2007,oil 2007,gas 2007,btu_total_production 2007,us_total_production 2007,consumption 2007,broadband 2008,population 2008,life 2008,child 2008,health 2008,electricity 2008,out_of_school 2008,roads 2008,gdp 2008,unemployment 2008,eiti_gov 2008,eiti_company 2008,coal 2008,oil 2008,gas 2008,btu_total_production 2008,us_total_production 2008,consumption 2008,broadband 2009,population 2009,life 2009,child 2009,health 2009,electricity 2009,out_of_school 2009,roads 2009,gdp 2009,unemployment 2009,eiti_gov 2009,eiti_company 2009,coal 2009,oil 2009,gas 2009,btu_total_production 2009,us_total_production 2009,consumption 2009,broadband 2010,population 2010,life 2010,child 2010,health 2010,electricity 2010,out_of_school 2010,roads 2010,gdp 2010,unemployment 2010,eiti_gov 2010,eiti_company 2010,coal 2010,oil 2010,gas 2010,btu_total_production 2010,us_total_production 2010,consumption 2010
Lesotho,LS,,"1,963,878",47.726,117.3,13.64189099,,87689,18.2999992371,379.775622565,,,,0.0,0.0,0.0,0.0,0.0,0.00588,0,"1,988,983",46.275,119,15.52824888,,88792,18.2999992371,390.600603385,,,,0.0,0.0,0.0,0.0,0.0,0.00598,0,"2,010,261",45.195,119.9,12.51725409,,88421,18.2999992371,390.599848554,,,,0.0,0.0,0.0,0.0,0.0,0.00615,0,"2,028,976",44.508,120.3,19.27115052,,88790,18.2999992371,403.815793091,,,,0.0,0.0,0.0,0.0,0.0,0.00635,0.0010747404,"2,047,006",44.226,120,23.74531933,,97787,18.2999992371,409.281529337,,,,0.0,0.0,0.0,0.0,0.0,0.00595,0.0021783835,"2,065,752",44.329,118.9,21.92428712,,100940,18.2999992371,416.536007757,,,,0.0,0.0,0.0,0.0,0.0,0.00662,0.0021783835,"2,085,561",44.757,116.4,28.60495774,,111557,18.2999992371,430.351327321,,,,0.0,0.0,0.0,0.0,0.0,0.00531,0.0052228545,"2,106,128",45.392,110.7,42.45953196,,110108,18.2999992371,446.32041591,,,,0.0,0.0,0.0,0.0,0.0,0.00566,0.0065807657,"2,127,412",46.119,98.6,46.44791055,,106013,18.2999992371,465.693747083,,,,0.0,0.0,0.0,0.0,0.0,0.00587,0.0186115677,"2,149,201",46.866,95.8,55.74243208,,105246,18.2999992371,474.167721077,,,,0.0,0.0,0.0,0.0,0.0,0.00552,0.0184246891,"2,171,318",47.57,93,83.00086917,,98874,18.2999992371,495.661644271,,,,0.0,0.0,0.0,0.0,0.0,0.00993
Saint Vincent and the Grenadines,VC,0,"107,891",70.387,21.9,,,,68,,,,,0.0,0.0,0.0,0.0,0.0,0.00269,0.0750090289,"107,987",70.486,21.7,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00268,1.0041608877,"108,150",70.609,21.8,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00284,1.0576443878,"108,354",70.754,21.7,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00296,1.2158502662,"108,566",70.921,21.5,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00318,3.3534090387,"108,755",71.106,21.6,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00317,5.1580087772,"108,918",71.305,21.5,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.0031,7.309737759,"109,060",71.51,21.3,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00314,8.5768195058,"109,178",71.713,21.2,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00316,10.5308916527,"109,269",71.911,21.2,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00314,11.4697247706,"109,333",72.101,21.2,,,,70,,,,,0.0,0.0,0.0,0.0,0.0,0.00317
Kenya,KE,,"31,253,701",52.332,113.1,8.80818417,112.786642452,1814188,12.1000003815,406.52305957,,,,0.0,0.05479,0.0,116.0698755,748858.069636,0.14224,0,"32,076,186",52.056,109.2,8.36946755,122.645504051,1814188,12.1000003815,411.07133215,,,,0.0,0.09184,0.0,194.558448,1419487.85575,0.14413,0,"32,927,864",52.008,105.5,7.75885741,121.872466432,2017389,12.1000003815,402.62882591,,,,0.0,0.16557,0.0,350.7517665,1924586.68589,0.14934,0,"33,805,301",52.173,101.9,8.50528863,127.49479734,1368236,12.1000003815,403.678885872,,,,0.0,0.07992,0.0,169.306524,1286294.62921,0.16118,0,"34,702,176",52.534,98.3,8.32559084,134.833043323,1436180,14.1199998856,413.318283309,,,,0.0,0.26325,0.0,557.6819625,4438709.74848,0.16875,0.0151595234,"35,614,576",53.061,94.1,9.685073,136.994471028,1361191,14.1199998856,426.517488647,,,,0.0,0.16089,0.0,340.8374205,3267688.216,0.18298,0.0485017521,"36,540,948",53.716,90.2,11.47990469,145.179594136,1397547,14.1199998856,442.021312667,,,,0.0,0.31759,0.0,672.7985355,8316395.1466,0.20102,0.0473172832,"37,485,246",54.44,86.5,13.61399948,148.91192124,771262,14.1199998856,461.019374749,,,,0.0,0.13615,0.0,288.4269675,3756521.10182,0.2022,0.0085345581,"38,455,418",55.179,82.5,13.09886831,148.639653325,1051358,14.59,456.25048681,,,,0.0,0.16178,0.0,342.722841,6075563.96311,0.18836,0.0211569617,"39,462,188",55.894,79.4,15.4009249,147.305567547,1009592,14.33,456.771543188,,,,0.0,0.16742,0.0,354.670899,3250613.70071,0.19759,0.0102559672,"40,512,682",56.551,76.1,16.32270669,156.025216992,1009592,14.33,470.577091426,,,,0.0,0.05809,0.0,123.0607605,1751168.01152,0.21986
Tajikistan,TJ,,"6,172,807",63.551,94.7,1.31954275,2176.80546306,27739,,139.409881805,,,,24.25085,0.39202,1.4126,2914.823314,5949566.31967,0.23909,0,"6,232,587",63.889,91.6,1.64696084,2172.77352085,27283,,152.156149128,,,,26.45547,0.32903,1.76575,3195.6001225,5764216.94038,0.24705,0,"6,285,809",64.252,87.9,1.76117486,2188.58065843,16875,,164.59681527,,,,39.68321,0.31178,0.7063,2466.015258,4680775.66387,0.25201,0.0001578103,"6,336,724",64.638,85,2.23321252,2207.76540054,22283,,179.928272931,,,,51.80863,0.35478,1.4126,3599.282742,7102267.16001,0.27054,0.0001578103,"6,391,120",65.038,82,3.06441209,2251.87447584,18280,,197.306938491,,,,102.51496,0.25277,1.37729,4752.4349985,7402629.51153,0.27419,0.0001578103,"6,453,240",65.442,78.9,4.09852371,2261.49964979,16649,,215.897067355,,,,109.12882,0.2821,1.44792,5068.403059,9756026.42414,0.28425,0.0001578103,"6,524,634",65.838,76.1,4.89757769,2268.17320328,18446,,180.089274893,,,,115.74269,0.30303,1.27134,5119.3664165,12493999.9127,0.28025,0.0551902618,"6,604,426",66.22,73.4,6.67231721,2216.99811611,16968,,216.544583198,,,,199.51836,0.28317,0.7063,6832.8400585,15957459.0208,0.27243,0.054667054,"6,691,416",66.581,71,10.58100067,2116.89125291,17007,,259.137648172,,,,219.35996,0.23794,1.05945,7639.784885,20216397.9562,0.25661,0.064864323,"6,783,390",66.92,68.2,10.85271123,1984.11118924,16268,,265.593415619,,,,222.66689,0.2228,1.34197,7981.833513,16675002.0355,0.18682,0.0683238843,"6,878,637",67.234,66.1,13.08033555,2004.46687331,15013,,278.940328055,,,,220.46227,0.2198,1.44792,8020.360189,20053633.7191,0.19051
Turkey,TR,0,"63,627,862",69.456,35.3,128.68841641,1642.67659976,261160,,4189.47806214,1.2999999523,,,69741.03509,51.41923,22.56629,2063322.02979,2387126749.55,3.16279,0.016910705,"64,544,914",70.074,32.8,105.06918472,1604.18526547,222555,,3894.65092169,1.7000000477,,,68450.22849,46.82814,11.01828,2006292.68236,2459726612.01,2.89384,0.0324006762,"65,446,165",70.651,30.3,132.69718682,1659.69999923,203338,,4077.77237328,2.9000000954,,,59507.17643,47.0884,13.34907,1761452.27809,2128504242.45,3.14597,0.3004608134,"66,339,433",71.182,28.2,173.73375113,1765.14924389,338385,,4234.67917693,2.5,,,53531.54655,45.81582,19.7764,1599658.76331,2168396116.46,3.31735,0.8595568259,"67,235,927",71.664,26,220.70626355,1885.50981085,274782,,4569.41420793,4,,,51121.89392,42.92824,24.29672,1531314.51161,2286243564.21,3.51199,2.3329816132,"68,143,186",72.097,24,259.33143972,2006.80373236,224334,,4887.37037723,4.0999999046,,,64308.84471,45.96485,31.67756,1910406.79495,3300347303.92,3.73432,4.0161351131,"69,063,538",72.484,22.3,301.3745787,2169.39363865,147519,,5154.66109744,3.5,,,70829.01641,45.04999,31.96008,2089359.98587,3964871442.51,4.07083,6.7917844753,"69,992,754",72.834,20.6,375.40096313,2333.85587314,83629,,5323.68298752,3,,,83074.5933,45.84311,31.5363,2429818.87079,4654488260.49,4.4552,8.1071469309,"70,923,730",73.156,19.1,455.44952995,2405.45724259,66952,88.45,5288.41608732,3,,,87525.72657,47.73348,35.91536,2561498.97669,6290816782.85,4.29029,8.9863596427,"71,846,212",73.454,17.7,432.3737731,2297.79685532,161880,88.74,4968.57902269,3,,,87632.65077,54.59644,24.15546,2567239.71465,5918475071.31,4.29655,9.7314053222,"72,752,325",73.729,16.3,509.9637435,2477.06172964,68456,88.74,5356.00043928,3,,,80908.55148,57.75023,24.08483,2387592.68074,6666735298.7,4.48981
Virgin Islands (U.S.),VI,,"108,511",77.571,,,,,,,,,,0.0,14.68287,,,,0.13864,0,"108,726",77.8,,,,,,,,,,0.0,14.3349,0.0,30367.768905,221561590.411,0.19195,0,"108,933",78.012,,,,,,,,,,0.0,14.65224,0.0,31040.037828,170317726.777,0.19075,0,"109,122",78.211,,,,,,,,,,0.0,17.11124,0.0,36249.306378,275401602.992,0.22458,1.3570605556,"109,270",78.395,,,,,,,,,,0.0,17.619,0.0,37324.97055,297077405.73,0.23458,2.7071167883,"109,363",78.566,,,,,,,,,,0.0,17.5788,0.0,37239.80886,357026773.643,0.22889,2.7071167883,"109,401",78.725,,,,,,,,,,0.0,17.62282,0.0,37333.063029,461470243.765,0.23891,5.4024275867,"109,389",78.873,,,,,,,,,,0.0,16.86836,0.0,35734.777242,465415720.111,0.21603,6.7516387473,"109,327",79.014,,,,,,,,,,0.0,16.64497,0.0,35261.5366965,625093212.382,0.22305,8.1948554519,"109,216",79.148,,,,,,,,,,0.0,16.76659,0.0,35519.1825855,325538807.598,0.2232,8.2727272727,"109,056",79.279,,,,,,,,,,0.0,14.88036,0.0,31523.298642,448579969.563,0.22814
Czech Republic,CZ,,,,,326.42995271,5694.23349463,,,5724.83747264,,,,71828.81281,9.36243,7.73399,2017225.94467,1862661627.86,1.40621,,,,,362.9827796,5880.72611992,,,5922.82176147,,,,72869.39473,9.24546,5.6504,2043718.67876,1990891485.85,1.45203,,,,,472.80924195,5889.64877789,,,6068.8597794,,,,69838.03849,12.47535,5.4032,1966345.27138,2000627517.11,1.45139,,,,,598.23219608,6066.89563866,,,6295.88499124,,,,70444.30974,15.34589,5.93292,1989749.80047,2129995819.16,1.51756,,,,,687.24855096,6218.86261729,,,6588.89579211,,,,68122.84202,17.16676,7.59273,1930962.37668,2371328973.75,1.51531,,,,,769.4165322,6342.13470566,,,7020.19040844,,,,68371.96439,17.54448,7.09832,1938168.83726,2872470052.05,1.55617,,,,,839.00374576,6509.31227502,,,7488.66901849,,,,69338.69145,15.83179,6.85111,1961071.71869,3141010181.95,1.58825,,,,,971.50028954,6495.93193835,,,7868.3162683,,,,69033.3512,13.74412,7.09832,1948438.37925,3195817133.3,1.64613,,,,,1216.59905993,6464.3925522,,,8041.9745344,,,,66359.14384,10.90856,7.02769,1868285.2133,3819913296.26,1.61534,,,,,1254.76502811,6114.03754184,,,7633.49347799,,,,62189.09997,10.38968,6.28607,1750934.15676,3649509916.74,1.53063,,,,,1238.41096852,6321.03752622,,,7799.50950645,,,,60857.50785,10.28301,7.16895,1714705.95998,4015023335.94,1.59118
Eritrea,ER,0,"3,667,576",56.162,98.2,4.3284604,46.8974603389,320841,21.7999992371,172.757156225,,,,0.0,0.0,0.0,0.0,0.0,0.00888,0,"3,812,473",56.74,94.8,4.82887192,50.8856062718,320582,21.7999992371,201.499328358,,,,0.0,0.0,0.0,0.0,0.0,0.01052,0,"3,973,973",57.285,91.4,3.6769519,54.3536657144,303128,21.7999992371,199.120319848,,,,0.0,0.0,0.0,0.0,0.0,0.00977,0,"4,145,500",57.81,88.7,3.63425302,56.2055240622,288309,21.7999992371,185.812498923,,,,0.0,0.0,0.0,0.0,0.0,0.01103,0,"4,318,343",58.322,85.6,3.7806895,54.41902137,283673,21.7999992371,180.973696047,,,,0.0,0.0,0.0,0.0,0.0,0.01037,0,"4,486,155",58.825,82.8,3.60111426,53.943744699,283944,21.7999992371,178.673817904,,,,0.0,0.0,0.0,0.0,0.0,0.01036,0,"4,645,837",59.32,80.4,3.83343975,49.9371803186,295073,21.7999992371,170.877740625,,,,0.0,0.0,0.0,0.0,0.0,0.01035,0,"4,798,561",59.803,77.4,4.09336808,51.0569731217,329585,21.7999992371,167.799222558,,,,0.0,0.0,0.0,0.0,0.0,0.00973,0.0008893343,"4,947,521",60.272,75,5.38802777,48.9133851074,358173,21.7999992371,146.808404115,,,,0.0,0.0,0.0,0.0,0.0,0.01108,0.001373088,"5,097,998",60.728,72.2,5.09138496,51.0004123187,389035,21.7999992371,147.997999704,,,,0.0,0.0,0.0,0.0,0.0,0.00714,0.0022459079,"5,253,676",61.169,69.8,5.74167964,51.7732726571,417646,21.7999992371,146.776634706,,,,0.0,0.0,0.0,0.0,0.0,0.00701
Solomon Islands,SB,,"408,732",62.794,30.5,45.76841336,,,2.4400000572,1064.51468746,,,,0.0,0.0,0.0,0.0,0.0,0.0025,0,"420,232",63.411,29.6,58.72476572,,,2.4400000572,952.774618751,,,,0.0,0.0,0.0,0.0,0.0,0.00251,0,"432,107",63.991,28.8,46.02412065,,,2.4400000572,900.646286328,,,,0.0,0.0,0.0,0.0,0.0,0.0026,0,"444,344",64.526,27.8,42.19648565,,,2.4400000572,932.772753906,,,,0.0,0.0,0.0,0.0,0.0,0.0026,0.0437714343,"456,919",65.012,26.9,42.60468762,,,2.4400000572,951.534848498,,,,0.0,0.0,0.0,0.0,0.0,0.00267,0.0957844212,"469,805",65.454,26.1,67.98503174,,16763,2.4400000572,975.605430248,,,,0.0,0.0,0.0,0.0,0.0,0.00294,0.1345755694,"483,000",65.865,25.5,58.95872236,,13481,2.4400000572,1014.87346605,,,,0.0,0.0,0.0,0.0,0.0,0.00273,0.2014139258,"496,490",66.261,24.5,63.86744674,,13727,2.4400000572,1092.93955508,,,,0.0,0.0,0.0,0.0,0.0,0.00303,0.2939902513,"510,221",66.656,23.8,65.84194079,,13727,2.4400000572,1141.16394574,,,,0.0,0.0,0.0,0.0,0.0,0.00294,0.3815883616,"524,125",67.053,23.2,95.46393185,,13727,2.4400000572,1097.56042899,,,,0.0,0.0,0.0,0.0,0.0,0.00273,0.3717472119,"538,148",67.453,22.2,99.56021589,,10282,2.4400000572,1143.7875455,,,,0.0,0.0,0.0,0.0,0.0,0.003
Lebanon,LB,,"3,742,329",70.645,19,148.3832111,2610.40651423,,,4612.19867159,,,,0.0,0.0,0.0,0.0,0.0,0.23433,0,"3,802,903",70.8,17.8,161.5986688,2633.25149235,,,4718.17349796,,,,0.0,0.0,0.0,0.0,0.0,0.22499,0.9047425051,"3,868,504",70.963,16.6,185.85733602,2772.13103567,,,4794.64997107,,,,0.0,0.0,0.0,0.0,0.0,0.22859,1.7787169403,"3,935,421",71.135,15.6,170.29465764,2818.50404315,,,4865.70502322,,,,0.0,0.0,0.0,0.0,0.0,0.23803,2.0009794795,"3,998,042",71.315,14.6,194.57661054,2784.6130681,,,5147.69066924,,,,0.0,0.0,0.0,0.0,0.0,0.22844,3.2079596883,"4,052,420",71.502,13.7,198.186917,2788.70403364,,,5129.40177317,,,,0.0,0.0,0.0,0.0,0.0,0.21854,4.6370224263,"4,097,457",71.694,12.8,189.99898515,2686.30030773,57869,,5103.49017518,,,,0.0,0.0,0.0,0.0,0.0,0.19424,4.643432735,"4,134,872",71.887,12,212.28328415,2772.03260464,57320,,5436.65188512,,,,0.0,0.0,0.0,0.0,0.0,0.17922,4.6797210886,"4,166,915",72.079,11.2,241.01832757,2937.18494378,55422,,5895.08220553,,,,0.0,0.0,0.0,0.0,0.0,0.18233,4.6938401092,"4,196,990",72.268,10.6,258.62241377,3130.10038146,47159,,6350.33024103,,,,0.0,0.0,0.0,0.0,0.0,0.28324,4.731488053,"4,227,597",72.455,9.9,254.95531389,3568.93052957,29847,,6745.65990906,,,,0.0,0.0,0.0,0.0,0.0,0.27604
Saint Lucia,LC,,"157,108",71.669,18.1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00471,,"158,859",71.878,17.9,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00494,0,"160,491",72.136,17.6,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00504,0.871622463,"162,055",72.43,17.4,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00552,2.3394116995,"163,631",72.75,17.1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00533,4.2597212925,"165,275",73.081,16.9,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00532,4.9883704857,"167,002",73.407,16.7,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00548,7.1285152491,"168,793",73.715,16.5,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00577,9.088187118,"170,624",73.995,16.2,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00603,10.7907408482,"172,458",74.242,16.1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00587,11.5977011494,"174,267",74.456,15.8,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00587
French Polynesia,PF,,"237,638",72.293,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01072,0.0103541963,"241,448",72.641,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01065,0.0130612245,"245,000",72.984,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01126,0.3809032965,"248,357",73.31,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01361,1.808665379,"251,622",73.615,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01366,4.3159257661,"254,870",73.895,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01478,7.0641835742,"258,119",74.147,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01609,9.0302091106,"261,345",74.375,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.0161,10.4600043094,"264,541",74.584,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01742,11.218409698,"267,685",74.777,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.01682,11.8992619926,"270,764",74.959,,,,,,14507.541462,,,,0.0,0.0,0.0,0.0,0.0,0.0169
France,FR,0.3235582324,"59,047,795",79.23,5.49,1748.60961327,7237.51973415,12283,100,21774.9929902,4,,,3816.20193,93.20904,66.32157,369489.054249,1366397850.18,10.95886,0.9828162222,"59,390,720",79.41,5.52,1773.69297865,7347.46741709,13224,100,22014.0247411,3.0999999046,,,2530.90688,90.13303,67.45165,328500.08798,1457586023.83,11.09319,2.6847679181,"59,774,531",79.57,5,1982.93736425,7301.61434602,14959,100,22057.6351531,2.7999999523,,,1797.86983,86.21381,65.33275,297773.390085,1050128317.4,11.00161,5.7498171861,"60,183,884",79.57,4.96,2493.04678207,7531.50600269,13443,100,22098.9917541,3.4000000954,,,1916.91945,90.23643,56.85715,301117.183898,1503869053.06,11.12183,10.4921906599,"60,596,691",80.5,4.73,2861.50220629,7665.28960515,17011,100,22495.2448131,3.5,,,176.36982,89.10493,49.441,243090.782972,1508084364.89,11.40364,15.033034343,"60,996,506",80.47,4.4,2983.86593119,7655.52591593,25559,100,22734.2333182,3.5,,,0.0,84.25015,40.61225,219091.980267,1711424683.58,11.35695,20.0370917133,"61,378,065",80.88,4.51,3108.35812661,7536.42464824,28732,100,23133.3511349,3.5999999046,,,0.0,88.91645,43.43745,231802.503502,2328630391.82,11.38178,24.6764142629,"61,744,596",81.14,4.29,3511.86507336,7519.89652698,28407,100,23516.2231729,3.0999999046,,,0.0,74.63232,38.1402,196245.038304,2059408142.14,11.29654,27.7777249816,"62,098,413",81.254,4.34,3839.00484663,7650.98741248,31493,100,23366.4026162,3.0999999046,,,0.0,73.07799,32.4898,187301.867916,2744644474.27,11.29496,30.8323342004,"62,444,770",81.216,4.33,3771.88159456,7339.86862099,29542,100,22508.7626123,3.0999999046,,,0.0,76.31161,31.0772,192739.530205,1481764083.29,10.73495,32.8915941136,"62,787,427",81.387,4.2,3651.84900601,7728.55324554,30743,100,22758.1541269,3.0999999046,,,0.0,76.5425,26.48625,188637.709125,2307539910.66,11.02676
Bermuda,BM,,"62,834",,,,,,,56042.173913,,,,0.0,0.0,0.0,0.0,0.0,0.0075,0,"63,112",,,,,,,59314.2277796,,,,0.0,0.0,0.0,0.0,0.0,0.00744,0,"63,388",,,,,,,58134.336243,,,,0.0,0.0,0.0,0.0,0.0,0.00752,0,"63,655",,,,,,,59963.4253447,,,,0.0,0.0,0.0,0.0,0.0,0.00814,0,"63,905",,,,,,,61227.9674735,,,,0.0,0.0,0.0,0.0,0.0,0.00869,29.0813276703,"64,130",,,,,116,,62143.336331,,,,0.0,0.0,0.0,0.0,0.0,0.00927,37.0579937304,"64,328",,,,,116,,65430.6013054,,,,0.0,0.0,0.0,0.0,0.0,0.00922,44.9984375,"64,502",,,,,116,,67138.5217149,,,,0.0,0.0,0.0,0.0,0.0,0.01018,52.8894080997,"64,657",,,,,116,,67554.2328729,,,,0.0,0.0,0.0,0.0,0.0,0.00981,62.1118012422,"64,802",,,,,116,,64094.3595196,,,,0.0,0.0,0.0,0.0,0.0,0.00971,62.0743034056,"64,941",,,,,441,,63036.3606112,,,,0.0,0.0,0.0,0.0,0.0,0.00955
Somalia,SO,,"7,399,033",48.319,180,3.03587225,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.00998,0,"7,596,920",48.79,180,1.72263628,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.00998,0,"7,791,254",49.161,180,1.72263628,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.00998,0,"7,981,955",49.46,180,1.72263628,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.01009,0,"8,170,899",49.697,180,1.72263628,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.00996,0,"8,359,859",49.891,180,1.72263628,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.0101,0,"8,547,497",50.062,180,1.72263628,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.01059,0,"8,733,493",50.236,180,1.72263628,,,11.8000001907,,,,,0.0,0.11005,0.0,233.1354225,3036394.76501,0.01194,0,"8,922,260",50.429,180,1.72263628,,,11.8000001907,,,,,0.0,0.09571,0.0,202.7568495,3594339.39244,0.01138,0,"9,119,848",50.656,180,1.72263628,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.01125,0,"9,330,872",50.92,180,1.72263628,,,11.8000001907,,,,,0.0,0.0,0.0,0.0,0.0,0.01125
Peru,PE,0.004168296,"25,861,887",70.478,38.9,56.82417976,681.582128945,1174,13.3500003815,2060.57625718,,,,18.33144,99.56547,12.0071,223439.350809,1361332206.43,0.52873,0.0869252777,"26,228,274",70.933,36.3,55.75879556,706.947014508,4664,13.3599996567,2036.15794785,,,,20.78959,95.99972,13.06655,217013.028477,1484365734.85,0.53776,0.1407150209,"26,579,252",71.362,33.8,59.24122842,741.442987184,2835,14.3999996185,2110.13962327,,,,24.35006,96.64867,15.5386,220958.471623,1124141431.87,0.54613,0.3488884188,"26,916,342",71.763,31.6,60.34586368,765.594373857,4744,13.1099996567,2167.73416411,,,,17.27322,92.01186,18.3638,213764.793011,1481467264.85,0.55734,0.8355103307,"27,242,033",72.133,29.5,65.7056062,803.757928052,14148,14.3999996185,2248.41042949,,481128588,480500649,17.96768,93.77919,30.3709,229535.129791,1581949652.39,0.58274,1.2795273983,"27,558,769",72.471,27.5,76.33859239,838.861851921,14120,14.3999996185,2374.29707748,,1092393836,1091197533,46.95846,112.14024,55.7977,294661.94077,2279713927.12,0.61903,1.7400856451,"27,866,387",72.778,25.7,84.26717884,890.284054406,11668,13.8809409262,2529.84072819,,1944376924,1944195448,113.17431,119.04757,62.8607,318191.953053,3122212569.64,0.67681,2.0244849141,"28,166,078",73.058,23.9,113.26408866,972.481862757,12058,13.8809409262,2725.81524498,,2087455447,2087779215,118.01345,115.93784,94.29105,343168.539713,3204215817.59,0.68496,2.5491142325,"28,463,338",73.315,22.3,159.69779404,1045.97710922,62393,13.8809409262,2961.7879815,,2087455447,2087779215,146.77276,121.78463,128.89975,390960.004875,4582047370.0,0.76281,2.8145887028,"28,765,162",73.554,20.8,136.02422577,1049.1858172,97461,13.8809409262,2955.18622208,,2087455447,2087779215,160.29812,148.86425,122.54305,442344.778336,2899632923.24,0.74815,3.1353521805,"29,076,512",73.778,19.4,145.19148447,1105.53150254,65931,13.8809409262,3180.37460848,,2087455447,2087779215,101.36855,163.80483,255.32745,605147.700948,4945226225.12,0.84796
